mode,ingredients,actual_value,alchemy_level,fortify_alchemy_level,alchemist_rank,physician,benefactor,poisoner,purity,seeker_of_shadows,concentrated_poison,caco_settings,alchemy_plus_settings,alchemist_perk_multiplier,ingredient_details,potion_form_id,potion_cost_override,crafted_effects,ingredient_selection_order
AP,"Garlic, Salt Pile",177,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}","{""copyExemplars"":{""$comment"":""Swap models and names of crafted potions to the nearest exemplar."",""enabled"":true,""exemplars"":[""Skyrim.esm|E3E9A"",""Skyrim.esm|65A72"",""Skyrim.esm|65A3E"",""Skyrim.esm|65A3F"",""Skyrim.esm|65A5A"",""Skyrim.esm|74A29"",""Skyrim.esm|74A23"",""Skyrim.esm|74A2D"",""Skyrim.esm|74A27"",""Skyrim.esm|74A21""]},""impureCostFix"":{""$comment"":""Impurities in mixtures subtract from the cost instead of adding to it."",""enabled"":true},""knownFailureFix"":{""$comment"":""Display known failures in UI between ingredients with all effects known."",""enabled"":true},""mixtureNames"":{""$comment"":""Modify names to reflect additional effects/impurities."",""enabled"":true},""roundedPotency"":{""$comment"":""Round effect potency to a multiple above a threshold."",""durationMult"":5.0,""durationThreshold"":15.0,""enabled"":true,""magnitudeMult"":5.0,""magnitudeThreshold"":25.0,""overrides"":{""$comment"":""Define setting overrides per alchemy effect.""}}}",1,"Garlic [form=0x00034D22, count=1]; Salt Pile [form=0x00034CDF, count=1]",0xFF000897,0,index=0|form_id=0x0003EB07|magnitude=30|duration=300|area=0|base_cost=0.100000001|flags=0x00200802,selection=1|form_id=0x00034CDF|name=S;selection=2|form_id=0x00034D22|name=G
AP,"Chaurus Eggs, Luna Moth Wing",221,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}","{""copyExemplars"":{""$comment"":""Swap models and names of crafted potions to the nearest exemplar."",""enabled"":true,""exemplars"":[""Skyrim.esm|E3E9A"",""Skyrim.esm|65A72"",""Skyrim.esm|65A3E"",""Skyrim.esm|65A3F"",""Skyrim.esm|65A5A"",""Skyrim.esm|74A29"",""Skyrim.esm|74A23"",""Skyrim.esm|74A2D"",""Skyrim.esm|74A27"",""Skyrim.esm|74A21""]},""impureCostFix"":{""$comment"":""Impurities in mixtures subtract from the cost instead of adding to it."",""enabled"":true},""knownFailureFix"":{""$comment"":""Display known failures in UI between ingredients with all effects known."",""enabled"":true},""mixtureNames"":{""$comment"":""Modify names to reflect additional effects/impurities."",""enabled"":true},""roundedPotency"":{""$comment"":""Round effect potency to a multiple above a threshold."",""durationMult"":5.0,""durationThreshold"":15.0,""enabled"":true,""magnitudeMult"":5.0,""magnitudeThreshold"":25.0,""overrides"":{""$comment"":""Define setting overrides per alchemy effect.""}}}",1,"Chaurus Eggs [form=0x0003AD56, count=1]; Luna Moth Wing [form=0x000727DF, count=1]",0xFF0008A0,221,index=0|form_id=0x0003EB3D|magnitude=0|duration=25|area=0|base_cost=100|flags=0x00401C02;index=1|form_id=0x0003A2B6|magnitude=18|duration=0|area=0|base_cost=2.20000005|flags=0x00200805,selection=1|form_id=0x0003AD56|name=C;selection=2|form_id=0x000727DF|name=L
AP,"Glowing Mushroom, Nightshade",444,100,0,5,1,1,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}","{""copyExemplars"":{""$comment"":""Swap models and names of crafted potions to the nearest exemplar."",""enabled"":true,""exemplars"":[""Skyrim.esm|E3E9A"",""Skyrim.esm|65A72"",""Skyrim.esm|65A3E"",""Skyrim.esm|65A3F"",""Skyrim.esm|65A5A"",""Skyrim.esm|74A29"",""Skyrim.esm|74A23"",""Skyrim.esm|74A2D"",""Skyrim.esm|74A27"",""Skyrim.esm|74A21""]},""impureCostFix"":{""$comment"":""Impurities in mixtures subtract from the cost instead of adding to it."",""enabled"":true},""knownFailureFix"":{""$comment"":""Display known failures in UI between ingredients with all effects known."",""enabled"":true},""mixtureNames"":{""$comment"":""Modify names to reflect additional effects/impurities."",""enabled"":true},""roundedPotency"":{""$comment"":""Round effect potency to a multiple above a threshold."",""durationMult"":5.0,""durationThreshold"":15.0,""enabled"":true,""magnitudeMult"":5.0,""magnitudeThreshold"":25.0,""overrides"":{""$comment"":""Define setting overrides per alchemy effect.""}}}",2,"Glowing Mushroom [form=0x0007EE01, count=1]; Nightshade [form=0x0002F44C, count=1]",0xFF0008A2,0,index=0|form_id=0x0003EB26|magnitude=80|duration=60|area=0|base_cost=0.5|flags=0x00200802,selection=1|form_id=0x0007EE01|name=G;selection=2|form_id=0x0002F44C|name=N
AP,"Creep Cluster, Mora Tapinella, Scaly Pholiota",1332,100,0,5,1,1,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}","{""copyExemplars"":{""$comment"":""Swap models and names of crafted potions to the nearest exemplar."",""enabled"":true,""exemplars"":[""Skyrim.esm|E3E9A"",""Skyrim.esm|65A72"",""Skyrim.esm|65A3E"",""Skyrim.esm|65A3F"",""Skyrim.esm|65A5A"",""Skyrim.esm|74A29"",""Skyrim.esm|74A23"",""Skyrim.esm|74A2D"",""Skyrim.esm|74A27"",""Skyrim.esm|74A21""]},""impureCostFix"":{""$comment"":""Impurities in mixtures subtract from the cost instead of adding to it."",""enabled"":true},""knownFailureFix"":{""$comment"":""Display known failures in UI between ingredients with all effects known."",""enabled"":true},""mixtureNames"":{""$comment"":""Modify names to reflect additional effects/impurities."",""enabled"":true},""roundedPotency"":{""$comment"":""Round effect potency to a multiple above a threshold."",""durationMult"":5.0,""durationThreshold"":15.0,""enabled"":true,""magnitudeMult"":5.0,""magnitudeThreshold"":25.0,""overrides"":{""$comment"":""Define setting overrides per alchemy effect.""}}}",2,"Creep Cluster [form=0x000B2183, count=1]; Mora Tapinella [form=0x000EC870, count=1]; Scaly Pholiota [form=0x0006F950, count=1]",0xFF0008DF,1332,index=0|form_id=0x0003EB01|magnitude=60|duration=300|area=0|base_cost=0.150000006|flags=0x00200802;index=1|form_id=0x0003EB08|magnitude=80|duration=300|area=0|base_cost=0.100000001|flags=0x00200802;index=2|form_id=0x0003EB27|magnitude=60|duration=60|area=0|base_cost=0.400000006|flags=0x00200802;index=3|form_id=0x00073F51|magnitude=24|duration=30|area=0|base_cost=1|flags=0x00201007;index=4|form_id=0x0003EB17|magnitude=95|duration=0|area=0|base_cost=0.600000024|flags=0x00200A00,selection=1|form_id=0x000B2183|name=C;selection=2|form_id=0x0006F950|name=S;selection=3|form_id=0x000EC870|name=M
AP,"Giant's Toe, Wheat",991,100,0,5,1,1,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}","{""copyExemplars"":{""$comment"":""Swap models and names of crafted potions to the nearest exemplar."",""enabled"":true,""exemplars"":[""Skyrim.esm|E3E9A"",""Skyrim.esm|65A72"",""Skyrim.esm|65A3E"",""Skyrim.esm|65A3F"",""Skyrim.esm|65A5A"",""Skyrim.esm|74A29"",""Skyrim.esm|74A23"",""Skyrim.esm|74A2D"",""Skyrim.esm|74A27"",""Skyrim.esm|74A21""]},""impureCostFix"":{""$comment"":""Impurities in mixtures subtract from the cost instead of adding to it."",""enabled"":true},""knownFailureFix"":{""$comment"":""Display known failures in UI between ingredients with all effects known."",""enabled"":true},""mixtureNames"":{""$comment"":""Modify names to reflect additional effects/impurities."",""enabled"":true},""roundedPotency"":{""$comment"":""Round effect potency to a multiple above a threshold."",""durationMult"":5.0,""durationThreshold"":15.0,""enabled"":true,""magnitudeMult"":5.0,""magnitudeThreshold"":25.0,""overrides"":{""$comment"":""Define setting overrides per alchemy effect.""}}}",2,"Giant's Toe [form=0x0003AD64, count=1]; Wheat [form=0x0004B0BA, count=1]",0xFF0008E7,991,index=0|form_id=0x0003EAF3|magnitude=60|duration=300|area=0|base_cost=0.349999994|flags=0x00200802;index=1|form_id=0x00073F2C|magnitude=100|duration=60|area=0|base_cost=0.300000012|flags=0x00400807,selection=1|form_id=0x0003AD64|name=G;selection=2|form_id=0x0004B0BA|name=W
AP,"Abecean Longfin, Cyrodilic Spadetail, Salt Pile",324,100,0,5,1,1,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}","{""copyExemplars"":{""$comment"":""Swap models and names of crafted potions to the nearest exemplar."",""enabled"":true,""exemplars"":[""Skyrim.esm|E3E9A"",""Skyrim.esm|65A72"",""Skyrim.esm|65A3E"",""Skyrim.esm|65A3F"",""Skyrim.esm|65A5A"",""Skyrim.esm|74A29"",""Skyrim.esm|74A23"",""Skyrim.esm|74A2D"",""Skyrim.esm|74A27"",""Skyrim.esm|74A21""]},""impureCostFix"":{""$comment"":""Impurities in mixtures subtract from the cost instead of adding to it."",""enabled"":true},""knownFailureFix"":{""$comment"":""Display known failures in UI between ingredients with all effects known."",""enabled"":true},""mixtureNames"":{""$comment"":""Modify names to reflect additional effects/impurities."",""enabled"":true},""roundedPotency"":{""$comment"":""Round effect potency to a multiple above a threshold."",""durationMult"":5.0,""durationThreshold"":15.0,""enabled"":true,""magnitudeMult"":5.0,""magnitudeThreshold"":25.0,""overrides"":{""$comment"":""Define setting overrides per alchemy effect.""}}}",2,"Abecean Longfin [form=0x00106E1B, count=1]; Cyrodilic Spadetail [form=0x00106E19, count=1]; Salt Pile [form=0x00034CDF, count=1]",0xFF0008E6,0,index=0|form_id=0x0003EB28|magnitude=60|duration=60|area=0|base_cost=0.5|flags=0x00200802,selection=1|form_id=0x00106E1B|name=A;selection=2|form_id=0x00106E19|name=C;selection=3|form_id=0x00034CDF|name=S
Vanilla,"Blisterwort, Wheat",36,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""5"",""AlchemySkillFactor"":""2"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Blisterwort [form=0x0004DA25, count=1]; Wheat [form=0x0004B0BA, count=1]",0xFF00088D,0,index=0|form_id=0x0003EB15|magnitude=50|duration=0|area=0|base_cost=0.5|flags=0x00200A00,selection=1|form_id=0x0004DA25|name=B;selection=2|form_id=0x0004B0BA|name=W
Vanilla,"Deathbell, River Betty",656,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""5"",""AlchemySkillFactor"":""2"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Deathbell [form=0x000516C8, count=1]; River Betty [form=0x00106E1A, count=1]",0xFF000893,3,index=0|form_id=0x00073F25|magnitude=50|duration=50|area=0|base_cost=1|flags=0x00401807;index=1|form_id=0x0003EB42|magnitude=50|duration=0|area=0|base_cost=3|flags=0x00200805,selection=1|form_id=0x000516C8|name=D;selection=2|form_id=0x00106E1A|name=R
Vanilla,"Blue Butterfly Wing, Blue Mountain Flower",598,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""5"",""AlchemySkillFactor"":""2"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Blue Butterfly Wing [form=0x000727DE, count=1]; Blue Mountain Flower [form=0x00077E1C, count=1]",0xFF000895,3,index=0|form_id=0x00073F2B|magnitude=100|duration=50|area=0|base_cost=0.5|flags=0x00400807;index=1|form_id=0x0003EB25|magnitude=50|duration=60|area=0|base_cost=0.25|flags=0x00200802,selection=1|form_id=0x00077E1C|name=B;selection=2|form_id=0x000727DE|name=B
Vanilla,"Garlic, Salt Pile",311,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""5"",""AlchemySkillFactor"":""2"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Garlic [form=0x00034D22, count=1]; Salt Pile [form=0x00034CDF, count=1]",0xFF000897,0,index=0|form_id=0x0003EB07|magnitude=50|duration=300|area=0|base_cost=0.100000001|flags=0x00200802,selection=1|form_id=0x00034CDF|name=S;selection=2|form_id=0x00034D22|name=G
Vanilla,"Bear Claws, Bee",38,50,0,2,1,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1.39999998,"Bear Claws [form=0x0006BC02, count=1]; Bee [form=0x000A9195, count=1]",0xFF0008A7,0,index=0|form_id=0x0003EB16|magnitude=44|duration=0|area=0|base_cost=0.600000024|flags=0x00200A00,selection=1|form_id=0x0006BC02|name=B;selection=2|form_id=0x000A9195|name=B
Vanilla,"Berit's Ashes, Bone Meal",272,50,0,2,1,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1.39999998,"Berit's Ashes [form=0x000705B7, count=1]; Bone Meal [form=0x00034CDD, count=1]",0xFF0008DC,0,index=0|form_id=0x0003EAEA|magnitude=21|duration=60|area=0|base_cost=0.5|flags=0x00201002;index=1|form_id=0x0003EB25|magnitude=35|duration=60|area=0|base_cost=0.25|flags=0x00200802;index=2|form_id=0x0003A2C6|magnitude=21|duration=0|area=0|base_cost=1.79999995|flags=0x00200805;index=3|form_id=0x00073F23|magnitude=14|duration=10|area=0|base_cost=1.60000002|flags=0x00200807,selection=1|form_id=0x000705B7|name=B;selection=2|form_id=0x00034CDD|name=B
Vanilla,"Hagraven Feathers, Human Heart",190,50,0,2,1,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1.39999998,"Hagraven Feathers [form=0x0003AD66, count=1]; Human Heart [form=0x000B18CD, count=1]",0xFF0008E1,3,index=0|form_id=0x00073F29|magnitude=7|duration=10|area=0|base_cost=15|flags=0x00200907;index=1|form_id=0x0003A2B6|magnitude=21|duration=0|area=0|base_cost=2.20000005|flags=0x00200805,selection=1|form_id=0x0003AD66|name=H;selection=2|form_id=0x000B18CD|name=H
Vanilla,"Luna Moth Wing, Vampire Dust",520,50,0,2,1,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1.39999998,"Luna Moth Wing [form=0x000727DF, count=1]; Vampire Dust [form=0x0003AD76, count=1]",0xFF0008E7,0,index=0|form_id=0x0003EB3D|magnitude=0|duration=28|area=0|base_cost=100|flags=0x00401C02;index=1|form_id=0x0003EB06|magnitude=35|duration=300|area=0|base_cost=0.100000001|flags=0x00200802,selection=1|form_id=0x000727DF|name=L;selection=2|form_id=0x0003AD76|name=V
Vanilla,"Blue Mountain Flower, Wheat",333,100,0,5,1,1,1,1,1,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,2,"Blue Mountain Flower [form=0x00077E1C, count=1]; Wheat [form=0x0004B0BA, count=1]",0xFF0008A0,0,index=0|form_id=0x0003EAF3|magnitude=66|duration=60|area=0|base_cost=0.349999994|flags=0x00200802;index=1|form_id=0x0003EB15|magnitude=103|duration=0|area=0|base_cost=0.5|flags=0x00200A00,selection=1|form_id=0x00077E1C|name=B;selection=2|form_id=0x0004B0BA|name=W
Vanilla,"Blisterwort, Wheat",81,100,0,5,1,1,1,1,1,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,2,"Blisterwort [form=0x0004DA25, count=1]; Wheat [form=0x0004B0BA, count=1]",0xFF0008A3,0,index=0|form_id=0x0003EB15|magnitude=103|duration=0|area=0|base_cost=0.5|flags=0x00200A00,selection=1|form_id=0x0004DA25|name=B;selection=2|form_id=0x0004B0BA|name=W
Vanilla,"Creep Cluster, Giant's Toe, Wheat",2114,100,0,5,1,1,1,1,1,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,2,"Creep Cluster [form=0x000B2183, count=1]; Giant's Toe [form=0x0003AD64, count=1]; Wheat [form=0x0004B0BA, count=1]",0xFF0008A5,0,index=0|form_id=0x0003EAF3|magnitude=66|duration=300|area=0|base_cost=0.349999994|flags=0x00200802;index=1|form_id=0x0003EB01|magnitude=66|duration=300|area=0|base_cost=0.150000006|flags=0x00200802,selection=1|form_id=0x000B2183|name=C;selection=2|form_id=0x0003AD64|name=G;selection=3|form_id=0x0004B0BA|name=W
Vanilla,"Briar Heart, Canis Root",896,100,0,5,1,1,1,1,1,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,2,"Briar Heart [form=0x0003AD61, count=1]; Canis Root [form=0x0006ABCB, count=1]",0xFF0008A8,3,index=0|form_id=0x00073F30|magnitude=10|duration=17|area=0|base_cost=500|flags=0x00400C03,selection=1|form_id=0x0003AD61|name=B;selection=2|form_id=0x0006ABCB|name=C
Vanilla,"Blisterwort, Wheat",14,15,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Blisterwort [form=0x0004DA25, count=1]; Wheat [form=0x0004B0BA, count=1]",0xFF0008AB,0,index=0|form_id=0x0003EB15|magnitude=22|duration=0|area=0|base_cost=0.5|flags=0x00200A00,selection=1|form_id=0x0004DA25|name=B;selection=2|form_id=0x0004B0BA|name=W
Vanilla,"Deathbell, River Betty",265,15,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Deathbell [form=0x000516C8, count=1]; River Betty [form=0x00106E1A, count=1]",0xFF0008C2,3,index=0|form_id=0x00073F25|magnitude=50|duration=22|area=0|base_cost=1|flags=0x00401807;index=1|form_id=0x0003EB42|magnitude=22|duration=0|area=0|base_cost=3|flags=0x00200805,selection=1|form_id=0x000516C8|name=D;selection=2|form_id=0x00106E1A|name=R
Vanilla,"Blue Butterfly Wing, Blue Mountain Flower",242,15,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""4"",""AlchemySkillFactor"":""1.5"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""0"",""DamageMagickaDuration"":""0"",""DamageStaminaDuration"":""0"",""DisableAllPotionHandling"":""0"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""0"",""RestoreHealthDuration"":""0"",""RestoreMagickaDuration"":""0"",""RestoreStaminaDuration"":""0""}",,1,"Blue Butterfly Wing [form=0x000727DE, count=1]; Blue Mountain Flower [form=0x00077E1C, count=1]",0xFF0008F1,3,index=0|form_id=0x00073F2B|magnitude=100|duration=22|area=0|base_cost=0.5|flags=0x00400807;index=1|form_id=0x0003EB25|magnitude=22|duration=60|area=0|base_cost=0.25|flags=0x00200802,selection=1|form_id=0x00077E1C|name=B;selection=2|form_id=0x000727DE|name=B
CACO,"Boar Tusk, Briar Heart",99,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""1"",""DamageMagickaDuration"":""1"",""DamageStaminaDuration"":""1"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""1"",""RestoreMagickaDuration"":""1"",""RestoreStaminaDuration"":""1""}",,1,"Boar Tusk [form=0x0401CD6F, count=1]; Briar Heart [form=0x0003AD61, count=1]",0xFF00087E,0,index=0|form_id=0x0003EAF3|magnitude=70|duration=60|area=0|base_cost=0.129999995|flags=0x00200802,selection=1|form_id=0x0401CD6F|name=B;selection=2|form_id=0x0003AD61|name=B
CACO,"Creep Cluster, Giant's Toe",196,100,0,0,0,0,0,0,0,0,"{""AlchemyIngredientInitMultiplier"":""3"",""AlchemySkillFactor"":""3"",""AlchemyXPMultiplier"":""1"",""DamageHealthDuration"":""1"",""DamageMagickaDuration"":""1"",""DamageStaminaDuration"":""1"",""DisableAllPotionHandling"":""1"",""ImpurePotionProcessing"":""0"",""RestoreEffectsDoNotStack"":""1"",""RestoreHealthDuration"":""1"",""RestoreMagickaDuration"":""1"",""RestoreStaminaDuration"":""1""}",,1,"Creep Cluster [form=0x000B2183, count=1]; Giant's Toe [form=0x0003AD64, count=1]",0xFF000882,0,index=0|form_id=0x0003EB01|magnitude=42|duration=300|area=0|base_cost=0.0469999984|flags=0x00200802;index=1|form_id=0x00073F2C|magnitude=45|duration=30|area=0|base_cost=0.344999999|flags=0x00200807,selection=1|form_id=0x000B2183|name=C;selection=2|form_id=0x0003AD64|name=G
